"model","simID","lac","mu","k","gam","laa","dd"
"etienne","332322",1.3,0.6,15,0.001,0.4,"IW"
"etienne","332321",1.3,0.6,15,0.001,0.4,"CS"
"etienne","332332",1.3,0.6,15,0.001,0.6,"IW"
"etienne","332331",1.3,0.6,15,0.001,0.6,"CS"
"etienne","332112",1.3,0.6,15,1e-04,0.2,"IW"
"etienne","332111",1.3,0.6,15,1e-04,0.2,"CS"
"etienne","332122",1.3,0.6,15,1e-04,0.4,"IW"
"etienne","332121",1.3,0.6,15,1e-04,0.4,"CS"
"etienne","332132",1.3,0.6,15,1e-04,0.6,"IW"
"etienne","332131",1.3,0.6,15,1e-04,0.6,"CS"
"etienne","332212",1.3,0.6,15,5e-04,0.2,"IW"
"etienne","332211",1.3,0.6,15,5e-04,0.2,"CS"
"etienne","332222",1.3,0.6,15,5e-04,0.4,"IW"
"etienne","332221",1.3,0.6,15,5e-04,0.4,"CS"
"etienne","332232",1.3,0.6,15,5e-04,0.6,"IW"
"etienne","332231",1.3,0.6,15,5e-04,0.6,"CS"
"etienne","334312",1.3,0.6,30,0.001,0.2,"IW"
"etienne","334311",1.3,0.6,30,0.001,0.2,"CS"
"etienne","334322",1.3,0.6,30,0.001,0.4,"IW"
"etienne","334321",1.3,0.6,30,0.001,0.4,"CS"
"etienne","334332",1.3,0.6,30,0.001,0.6,"IW"
"etienne","334331",1.3,0.6,30,0.001,0.6,"CS"
"etienne","334112",1.3,0.6,30,1e-04,0.2,"IW"
"etienne","334111",1.3,0.6,30,1e-04,0.2,"CS"
"etienne","334122",1.3,0.6,30,1e-04,0.4,"IW"
"etienne","334121",1.3,0.6,30,1e-04,0.4,"CS"
"etienne","334132",1.3,0.6,30,1e-04,0.6,"IW"
"etienne","334131",1.3,0.6,30,1e-04,0.6,"CS"
"etienne","334212",1.3,0.6,30,5e-04,0.2,"IW"
"etienne","334211",1.3,0.6,30,5e-04,0.2,"CS"
"etienne","334222",1.3,0.6,30,5e-04,0.4,"IW"
"etienne","334221",1.3,0.6,30,5e-04,0.4,"CS"
"etienne","334232",1.3,0.6,30,5e-04,0.6,"IW"
"etienne","334231",1.3,0.6,30,5e-04,0.6,"CS"
"etienne","331312",1.3,0.6,5,0.001,0.2,"IW"
"etienne","331311",1.3,0.6,5,0.001,0.2,"CS"
"etienne","331322",1.3,0.6,5,0.001,0.4,"IW"
"etienne","331321",1.3,0.6,5,0.001,0.4,"CS"
"etienne","331332",1.3,0.6,5,0.001,0.6,"IW"
"etienne","331331",1.3,0.6,5,0.001,0.6,"CS"
"etienne","331112",1.3,0.6,5,1e-04,0.2,"IW"
"etienne","331111",1.3,0.6,5,1e-04,0.2,"CS"
"etienne","331122",1.3,0.6,5,1e-04,0.4,"IW"
"etienne","331121",1.3,0.6,5,1e-04,0.4,"CS"
"etienne","331132",1.3,0.6,5,1e-04,0.6,"IW"
"etienne","331131",1.3,0.6,5,1e-04,0.6,"CS"
"etienne","331212",1.3,0.6,5,5e-04,0.2,"IW"
"etienne","331211",1.3,0.6,5,5e-04,0.2,"CS"
"etienne","331222",1.3,0.6,5,5e-04,0.4,"IW"
"etienne","331221",1.3,0.6,5,5e-04,0.4,"CS"
"etienne","331232",1.3,0.6,5,5e-04,0.6,"IW"
"etienne","331231",1.3,0.6,5,5e-04,0.6,"CS"
"etienne","333312",1.3,0.6,Inf,0.001,0.2,"IW"
"etienne","333311",1.3,0.6,Inf,0.001,0.2,"CS"
"etienne","333322",1.3,0.6,Inf,0.001,0.4,"IW"
"etienne","333321",1.3,0.6,Inf,0.001,0.4,"CS"
"etienne","333332",1.3,0.6,Inf,0.001,0.6,"IW"
"etienne","333331",1.3,0.6,Inf,0.001,0.6,"CS"
"etienne","333112",1.3,0.6,Inf,1e-04,0.2,"IW"
"etienne","333111",1.3,0.6,Inf,1e-04,0.2,"CS"
"etienne","333122",1.3,0.6,Inf,1e-04,0.4,"IW"
"etienne","333121",1.3,0.6,Inf,1e-04,0.4,"CS"
"etienne","333132",1.3,0.6,Inf,1e-04,0.6,"IW"
"etienne","333131",1.3,0.6,Inf,1e-04,0.6,"CS"
"etienne","333212",1.3,0.6,Inf,5e-04,0.2,"IW"
"etienne","333211",1.3,0.6,Inf,5e-04,0.2,"CS"
"etienne","333222",1.3,0.6,Inf,5e-04,0.4,"IW"
"etienne","333221",1.3,0.6,Inf,5e-04,0.4,"CS"
"etienne","333232",1.3,0.6,Inf,5e-04,0.6,"IW"
"etienne","333231",1.3,0.6,Inf,5e-04,0.6,"CS"
